종목명,구분,코드,채권그룹,날짜(당일),3월이하(당일),6월이하(당일),9월이하(당일),1년이하(당일),1.5년이하(당일),2년이하(당일),2.5년이하(당일),3년이하(당일),4년이하(당일),5년이하(당일),7년이하(당일),10년이하(당일),15년이하(당일),20년이하(당일),30년이하(당일)
시가평가 4사평균 신세계,IR,BONDAV400417,공모/무보증AA0,20260316,2.915,2.953,2.999,3.191,3.325,3.545,3.572,3.738,3.796,3.93,4.024,4.67,5.144,5.418,
시가평가 4사평균 스탠다드차타드은행,IR,BONDAV400011,은행채AAA,20260316,2.812,2.862,2.886,2.988,3.231,3.4,3.46,3.64,3.699,3.874,3.891,4.125,4.308,4.43,
시가평가 4사평균 수협중앙회,IR,BONDAV403523,공사/공단채AAA,20260316,2.857,2.909,2.954,3.059,3.231,3.485,3.529,3.685,3.72,3.86,3.86,3.922,3.932,3.936,3.828
시가평가 4사평균 수협은행,IR,BONDAV419327,은행채AAA,20260316,2.806,2.853,2.875,2.977,3.222,3.391,3.452,3.634,3.692,3.867,3.88,4.116,4.288,4.413,
시가평가 4사평균 세종도시교통공사,IR,BONDAV476672,공사/공단채AA+,20260316,2.872,2.914,2.968,3.063,3.239,3.525,3.591,3.751,3.807,3.958,3.994,4.104,4.131,4.18,
시가평가 4사평균 세아홀딩스,IR,BONDAV412468,공모/무보증A0,20260316,3.045,3.102,3.227,3.47,3.69,3.978,4.066,4.339,4.65,5.066,5.26,6,6.352,6.713,
시가평가 4사평균 세아창원특수강,IR,BONDAV403243,공모/무보증A+,20260316,2.991,3.034,3.14,3.369,3.574,3.886,3.929,4.173,4.339,4.634,4.828,5.569,5.977,6.319,
시가평가 4사평균 세아제강지주,IR,BONDAV400303,공모/무보증A0,20260316,3.071,3.12,3.261,3.499,3.725,4.059,4.103,4.391,4.688,5.134,5.348,6.068,6.406,6.77,
시가평가 4사평균 세아제강,IR,BONDAV456610,공모/무보증A+,20260316,3.046,3.102,3.21,3.44,3.654,3.972,4.031,4.258,4.483,4.828,5.013,5.735,6.142,6.497,
시가평가 4사평균 세아베스틸지주,IR,BONDAV400143,공모/무보증A+,20260316,3.02,3.061,3.172,3.406,3.627,3.954,4.03,4.289,4.492,4.824,5.003,5.737,6.135,6.476,
시가평가 4사평균 세아베스틸,IR,BONDAV467084,공모/무보증A+,20260316,2.988,3.024,3.13,3.356,3.546,3.848,3.906,4.132,4.332,4.64,4.826,5.56,5.972,6.321,
시가평가 4사평균 서흥,IR,BONDAV400849,공모/무보증A-,20260316,3.094,3.153,3.31,3.555,3.816,4.125,4.179,4.435,4.787,5.315,5.459,6.165,6.491,6.872,
시가평가 4사평균 서울주택도시공사,IR,BONDAV409587,공사/공단채AAA,20260316,2.831,2.886,2.941,3.062,3.236,3.499,3.549,3.704,3.735,3.877,3.888,3.966,3.973,3.984,3.869
시가평가 4사평균 서울교통공사,IR,BONDAV453551,공사/공단채AAA,20260316,2.858,2.903,2.942,3.05,3.226,3.492,3.549,3.702,3.761,3.904,3.917,3.993,4.002,4.005,3.896
시가평가 4사평균 삼천리,IR,BONDAV400469,공모/무보증AA+,20260316,2.941,2.982,3.029,3.218,3.356,3.601,3.625,3.797,3.85,3.975,4.035,4.476,4.75,5.005,
시가평가 4사평균 삼척블루파워,IR,BONDAV419605,공모/무보증A+,20260316,4.213,4.264,4.404,4.812,5.133,5.615,5.984,6.563,6.784,7.128,7.316,8.012,8.437,8.789,
시가평가 4사평균 삼양홀딩스,IR,BONDAV400007,공모/무보증AA-,20260316,2.948,2.984,3.035,3.245,3.376,3.622,3.641,3.822,3.892,4.065,4.252,5.091,5.708,6.028,
시가평가 4사평균 삼양패키징,IR,BONDAV456434,공모/무보증A-,20260316,3.015,3.08,3.238,3.486,3.745,4.054,4.12,4.391,4.866,5.372,5.501,6.232,6.558,6.955,
시가평가 4사평균 삼양식품,IR,BONDAV400323,공모/무보증A+,20260316,2.963,3.001,3.107,3.329,3.527,3.823,3.859,4.073,4.295,4.637,4.821,5.543,5.949,6.304,
시가평가 4사평균 삼양사,IR,BONDAV419746,공모/무보증AA-,20260316,3.002,3.041,3.101,3.295,3.436,3.684,3.711,3.887,3.959,4.144,4.348,5.2,5.812,6.142,
시가평가 4사평균 삼성카드,IR,BONDAV402978,카드채AA+,20260316,2.931,2.949,2.991,3.192,3.353,3.638,3.651,3.845,3.869,3.925,4.208,5.055,5.426,5.7,
시가평가 4사평균 삼성증권,IR,BONDAV401636,공모/무보증AA+,20260316,2.962,3.006,3.054,3.24,3.376,3.613,3.642,3.808,3.868,3.996,4.08,4.514,4.787,5.045,
시가평가 4사평균 삼성중공업,IR,BONDAV401014,공모/무보증A-,20260316,3.001,3.06,3.214,3.433,3.585,3.939,4.006,4.322,4.694,5.261,5.393,6.105,6.433,6.843,
시가평가 4사평균 삼성바이오로직스,IR,BONDAV446415,공모/무보증AA0,20260316,2.953,2.989,3.031,3.216,3.348,3.573,3.599,3.762,3.821,3.96,4.051,4.76,5.282,5.566,
시가평가 4사평균 삼성물산,IR,BONDAV402826,공모/무보증AA+,20260316,2.951,2.994,3.043,3.229,3.366,3.612,3.637,3.806,3.897,4.078,4.159,4.606,4.865,5.124,
시가평가 4사평균 삼성FN리츠,IR,BONDAV468909,공모/무보증A+,20260316,3.323,3.375,3.502,3.738,3.975,4.238,4.284,4.539,4.726,5.075,5.276,5.992,6.385,6.743,
시가평가 4사평균 산은캐피탈,IR,BONDAV400827,기타금융채AA-,20260316,2.954,2.973,3.028,3.234,3.384,3.657,3.681,3.902,3.962,4.122,4.569,5.389,5.796,6.078,
시가평가 4사평균 산업은행,IR,BONDAV403401,은행채AAA(산금-이표),20260316,2.779,2.822,2.841,2.925,3.155,3.337,3.379,3.537,3.586,3.77,3.764,4.017,4.183,4.304,
시가평가 4사평균 빙그레,IR,BONDAV400518,공모/무보증AA-,20260316,2.895,2.92,2.974,3.205,3.319,3.578,3.584,3.784,3.845,4.017,4.204,5.052,5.669,5.97,
시가평가 4사평균 비엔케이캐피탈,IR,BONDAV419070,기타금융채AA-,20260316,2.999,3.028,3.086,3.292,3.458,3.749,3.76,3.985,4.051,4.204,4.639,5.452,5.846,6.128,
시가평가 4사평균 비씨카드,IR,BONDAV403132,카드채AA+,20260316,2.939,2.958,3.001,3.201,3.363,3.648,3.666,3.861,3.89,3.954,4.235,5.083,5.456,5.731,
시가평가 4사평균 부산항만공사,IR,BONDAV412600,공사/공단채AAA,20260316,2.824,2.869,2.908,3.017,3.192,3.459,3.517,3.674,3.716,3.864,3.865,3.917,3.92,3.919,3.806
시가평가 4사평균 부산은행,IR,BONDAV400528,은행채AAA,20260316,2.815,2.862,2.884,2.985,3.228,3.399,3.459,3.64,3.7,3.875,3.89,4.125,4.305,4.43,
시가평가 4사평균 부산도시공사,IR,BONDAV404021,공사/공단채AA+,20260316,2.859,2.904,2.958,3.05,3.229,3.521,3.588,3.753,3.794,3.945,3.979,4.085,4.114,4.155,
시가평가 4사평균 부산교통공사,IR,BONDAV411802,공사/공단채AAA,20260316,2.814,2.858,2.899,3.014,3.183,3.451,3.511,3.674,3.731,3.888,3.908,3.972,3.977,3.984,3.871
시가평가 4사평균 보령엘엔지터미널,IR,BONDAV446443,공모/무보증AA0,20260316,3.039,3.078,3.131,3.324,3.474,3.712,3.757,3.941,4.002,4.152,4.254,4.928,5.426,5.699,
시가평가 4사평균 보령,IR,BONDAV400385,공모/무보증A0,20260316,3.093,3.15,3.281,3.524,3.745,4.089,4.103,4.339,4.645,5.089,5.288,6.03,6.369,6.738,
시가평가 4사평균 벤츠파이낸셜서비스,IR,BONDAV441132,기타금융채A+,20260316,3.057,3.234,3.313,3.443,3.605,4.006,4.187,4.584,4.897,5.169,5.367,5.978,6.194,6.416,
시가평가 4사평균 미래에셋캐피탈,IR,BONDAV404376,기타금융채AA-,20260316,3.024,3.059,3.119,3.33,3.504,3.794,3.813,4.037,4.115,4.284,4.733,5.563,5.978,6.254,
시가평가 4사평균 미래에셋증권,IR,BONDAV400680,공모/무보증AA0,20260316,2.99,3.024,3.079,3.259,3.387,3.62,3.646,3.808,3.865,4.003,4.121,4.786,5.264,5.541,
시가평가 4사평균 미래에셋자산운용,IR,BONDAV446852,공모/무보증AA0,20260316,3.079,3.123,3.182,3.386,3.554,3.797,3.829,3.999,4.08,4.236,4.329,5.008,5.507,5.781,
시가평가 4사평균 무림페이퍼,IR,BONDAV400920,공모/무보증A-,20260316,3.554,3.629,3.798,4.049,4.317,4.67,4.805,5.185,5.535,6.072,6.206,6.906,7.224,7.575,
시가평가 4사평균 메리츠캐피탈,IR,BONDAV441534,기타금융채A+,20260316,3.312,3.489,3.574,3.717,3.867,4.266,4.442,4.823,5.135,5.389,5.575,6.173,6.363,6.58,
시가평가 4사평균 메리츠증권,IR,BONDAV400856,공모/무보증AA-,20260316,3.017,3.058,3.11,3.302,3.444,3.689,3.714,3.884,4.004,4.172,4.365,5.202,5.816,6.15,
시가평가 4사평균 메리츠금융지주,IR,BONDAV418869,공모/무보증AA0,20260316,3.049,3.092,3.144,3.349,3.492,3.739,3.764,3.922,4.071,4.236,4.336,5.016,5.531,5.811,
시가평가 4사평균 맥쿼리인프라,IR,BONDAV411959,공모/무보증AA0,20260316,3.003,3.042,3.093,3.287,3.424,3.657,3.684,3.851,3.901,4.017,4.118,4.796,5.301,5.574,
시가평가 4사평균 매일유업,IR,BONDAV453169,공모/무보증AA-,20260316,3.052,3.096,3.151,3.338,3.472,3.709,3.735,3.906,3.968,4.132,4.279,5.128,5.738,6.063,
시가평가 4사평균 롯데하이마트,IR,BONDAV403757,공모/무보증A+,20260316,3.201,3.248,3.363,3.62,3.856,4.14,4.178,4.411,4.625,4.965,5.155,5.908,6.312,6.667,
시가평가 4사평균 롯데케미칼,IR,BONDAV401117,공모/무보증AA-,20260316,3.28,3.329,3.401,3.605,3.78,4.053,4.086,4.261,4.315,4.433,4.527,5.292,5.822,6.125,
시가평가 4사평균 롯데캐피탈,IR,BONDAV402969,기타금융채A+,20260316,3.272,3.44,3.531,3.682,3.834,4.225,4.328,4.606,4.891,5.12,5.354,6.02,6.257,6.468,
시가평가 4사평균 롯데카드,IR,BONDAV403062,카드채AA-,20260316,3.167,3.197,3.267,3.492,3.667,3.945,3.958,4.159,4.199,4.357,4.774,5.58,5.952,6.233,
시가평가 4사평균 롯데칠성음료,IR,BONDAV400530,공모/무보증AA0,20260316,2.959,2.992,3.047,3.237,3.372,3.598,3.626,3.793,3.846,3.962,4.046,4.605,5.047,5.319,
시가평가 4사평균 롯데지주,IR,BONDAV400499,공모/무보증A+,20260316,3.226,3.271,3.38,3.581,3.789,4.108,4.161,4.376,4.542,4.732,4.861,5.581,6,6.341,
시가평가 4사평균 롯데웰푸드,IR,BONDAV454217,공모/무보증AA0,20260316,2.958,2.994,3.042,3.232,3.365,3.583,3.61,3.773,3.818,3.932,4.023,4.688,5.182,5.454,
시가평가 4사평균 롯데쇼핑,IR,BONDAV402353,공모/무보증AA-,20260316,3.134,3.176,3.233,3.435,3.574,3.824,3.874,4.049,4.113,4.254,4.403,5.113,5.696,6.019,
시가평가 4사평균 롯데물산,IR,BONDAV403101,공모/무보증A+,20260316,3.258,3.299,3.392,3.582,3.779,4.094,4.136,4.352,4.512,4.755,4.882,5.725,6.267,6.609,
시가평가 4사평균 롯데렌탈,IR,BONDAV410747,공모/무보증A+,20260316,3.075,3.121,3.232,3.459,3.669,3.985,4.019,4.237,4.397,4.71,4.872,5.629,6.094,6.441,
시가평가 4사평균 롯데글로벌로지스,IR,BONDAV404011,공모/무보증A0,20260316,3.143,3.201,3.336,3.576,3.801,4.114,4.178,4.431,4.691,5.043,5.235,5.976,6.286,6.642,
시가평가 4사평균 롯데건설,IR,BONDAV400082,공모/무보증A0,20260316,4.63,4.755,4.977,5.24,5.475,5.805,5.876,6.177,6.47,6.891,7.078,7.807,8.096,8.425,
시가평가 4사평균 디비캐피탈,IR,BONDAV403840,기타금융채BBB+,20260316,4.31,4.772,4.983,5.146,5.326,6.14,6.434,6.845,7.011,7.275,7.372,7.939,8.061,8.479,
시가평가 4사평균 두산퓨얼셀,IR,BONDAV459534,공모/무보증BBB0,20260316,3.188,3.572,3.849,4.098,4.576,5.268,5.636,6.042,6.244,6.492,6.54,6.995,7.281,7.736,
시가평가 4사평균 두산에너빌리티,IR,BONDAV403787,공모/무보증BBB+,20260316,2.943,3.071,3.226,3.423,3.68,4.522,4.824,5.246,5.465,5.713,5.77,6.179,6.455,6.853,
시가평가 4사평균 두산,IR,BONDAV400015,공모/무보증BBB+,20260316,2.95,3.149,3.438,3.629,3.993,4.562,4.866,5.147,5.368,5.645,5.703,6.119,6.337,6.728,
시가평가 4사평균 동화기업,IR,BONDAV402590,공모/무보증BBB+,20260316,3.797,4.189,4.473,4.803,5.322,6.117,6.389,6.814,7.048,7.383,7.428,7.866,8.214,8.603,
시가평가 4사평균 동원시스템즈,IR,BONDAV401482,공모/무보증A+,20260316,2.954,2.991,3.084,3.301,3.492,3.78,3.807,4.026,4.253,4.538,4.716,5.451,5.854,6.194,
시가평가 4사평균 동원산업,IR,BONDAV400604,공모/무보증AA-,20260316,2.979,3.012,3.067,3.262,3.394,3.622,3.645,3.812,3.873,4.037,4.205,5.05,5.654,5.979,
시가평가 4사평균 동원F&B,IR,BONDAV404971,공모/무보증A+,20260316,2.951,2.987,3.093,3.306,3.503,3.804,3.832,4.043,4.255,4.53,4.716,5.449,5.834,6.177,
시가평가 4사평균 동아에스티,IR,BONDAV441970,공모/무보증A+,20260316,3.039,3.088,3.199,3.429,3.639,3.948,3.983,4.192,4.438,4.783,4.966,5.691,6.102,6.457,
시가평가 4사평균 동아쏘시오홀딩스,IR,BONDAV400064,공모/무보증A0,20260316,3.089,3.142,3.256,3.49,3.711,4.019,4.079,4.334,4.661,5.105,5.291,6.032,6.397,6.758,
시가평가 4사평균 대한항공,IR,BONDAV400349,공모/무보증A0,20260316,3.025,3.075,3.189,3.395,3.58,3.889,3.949,4.161,4.395,4.53,4.736,5.445,5.796,6.148,
시가평가 4사평균 대한제당,IR,BONDAV400179,공모/무보증A-,20260316,3.291,3.348,3.517,3.759,4.023,4.375,4.526,4.873,5.219,5.723,5.864,6.575,6.931,7.312,
시가평가 4사평균 대한전선,IR,BONDAV400144,공모/무보증A0,20260316,2.931,2.955,3.091,3.297,3.51,3.825,3.825,4.031,4.358,4.814,5.038,5.766,6.099,6.463,
시가평가 4사평균 대전도시공사,IR,BONDAV404067,공사/공단채AA+,20260316,2.856,2.902,2.956,3.053,3.228,3.515,3.586,3.75,3.803,3.956,3.99,4.098,4.132,4.167,
시가평가 4사평균 대웅제약,IR,BONDAV406989,공모/무보증A+,20260316,3.035,3.077,3.187,3.406,3.607,3.91,3.963,4.179,4.398,4.742,4.927,5.656,6.065,6.416,
시가평가 4사평균 대신증권,IR,BONDAV400354,공모/무보증AA-,20260316,3.087,3.128,3.188,3.379,3.521,3.767,3.816,4.003,4.101,4.274,4.46,5.3,5.912,6.247,
시가평가 4사평균 대신자산신탁,IR,BONDAV459183,공모/무보증BBB+,20260316,3.885,4.293,4.745,5.124,5.787,6.689,7.012,7.445,7.666,7.925,7.948,8.384,8.657,9.029,
시가평가 4사평균 대신에프앤아이,IR,BONDAV413422,공모/무보증A0,20260316,3.237,3.301,3.432,3.674,3.904,4.222,4.289,4.57,4.853,5.26,5.462,6.192,6.566,6.927,
시가평가 4사평균 대성홀딩스,IR,BONDAV401671,공모/무보증A+,20260316,2.945,2.979,3.091,3.32,3.549,3.859,3.895,4.122,4.325,4.667,4.867,5.571,5.98,6.309,
시가평가 4사평균 대성에너지,IR,BONDAV415699,공모/무보증A+,20260316,2.925,2.959,3.056,3.27,3.439,3.719,3.772,3.999,4.2,4.552,4.752,5.456,5.865,6.194,
시가평가 4사평균 대상홀딩스,IR,BONDAV413099,공모/무보증AA-,20260316,3.046,3.097,3.153,3.345,3.484,3.725,3.746,3.919,3.994,4.174,4.362,5.21,5.839,6.164,
시가평가 4사평균 대상,IR,BONDAV400168,공모/무보증AA-,20260316,2.929,2.964,3.013,3.197,3.332,3.57,3.596,3.771,3.85,4.022,4.191,5.04,5.649,5.972,
시가평가 4사평균 대림(~260129),IR,BONDAV409924, , , , , , , , , , , , , , , , ,
시가평가 4사평균 대구도시개발공사,IR,BONDAV404004,공사/공단채AA+,20260316,2.856,2.899,2.954,3.046,3.222,3.509,3.576,3.736,3.793,3.954,3.997,4.11,4.142,4.182,
시가평가 4사평균 대구교통공사,IR,BONDAV404908,공사/공단채AA+,20260316,2.898,2.944,3,3.101,3.274,3.565,3.63,3.794,3.85,4.004,4.04,4.15,4.189,4.227,
시가평가 4사평균 다우기술,IR,BONDAV402359,공모/무보증A0,20260316,3.03,3.095,3.23,3.471,3.692,4.005,4.094,4.377,4.689,5.102,5.305,6.028,6.374,6.702,
시가평가 4사평균 농협중앙회,IR,BONDAV403432,공사/공단채AAA,20260316,2.813,2.862,2.91,3.024,3.192,3.463,3.512,3.657,3.697,3.839,3.843,3.904,3.905,3.913,3.8
시가평가 4사평균 농협은행,IR,BONDAV419845,은행채AAA,20260316,2.802,2.849,2.871,2.972,3.216,3.384,3.444,3.625,3.683,3.858,3.876,4.112,4.282,4.409,
시가평가 4사평균 농협금융지주,IR,BONDAV440495,공모/무보증AAA,20260316,2.886,2.924,2.959,3.139,3.275,3.493,3.519,3.655,3.713,3.844,3.902,4.184,4.364,4.608,
시가평가 4사평균 농어촌공사,IR,BONDAV404019,공사/공단채AAA,20260316,2.807,2.853,2.892,2.999,3.171,3.433,3.492,3.647,3.686,3.833,3.84,3.901,3.91,3.914,3.805
시가평가 4사평균 농심홀딩스,IR,BONDAV409805,공모/무보증AA0,20260316,2.857,2.882,2.935,3.157,3.272,3.514,3.523,3.718,3.766,3.899,3.985,4.66,5.152,5.413,
시가평가 4사평균 녹십자홀딩스,IR,BONDAV400525,공모/무보증A+,20260316,2.948,2.985,3.102,3.333,3.54,3.87,3.911,4.164,4.366,4.715,4.916,5.638,6.028,6.34,
시가평가 4사평균 녹십자,IR,BONDAV400628,공모/무보증A+,20260316,2.965,3.011,3.109,3.322,3.523,3.808,3.879,4.108,4.334,4.655,4.848,5.569,5.97,6.326,
시가평가 4사평균 넷마블,IR,BONDAV462382,공모/무보증A+,20260316,3.568,3.6,3.734,3.977,4.191,4.506,4.587,4.869,5.077,5.422,5.633,6.328,6.729,7.037,
시가평가 4사평균 넥센타이어,IR,BONDAV400235,공모/무보증A0,20260316,2.995,3.053,3.171,3.409,3.611,3.919,3.972,4.215,4.533,4.93,5.127,5.862,6.197,6.542,
시가평가 4사평균 나래에너지서비스,IR,BONDAV446710,공모/무보증AA-,20260316,2.957,2.983,3.044,3.253,3.385,3.644,3.658,3.851,3.908,4.083,4.272,5.149,5.735,6.057,
시가평가 4사평균 김해시도시개발공사,IR,BONDAV456601,공사/공단채AA0,20260316,2.907,2.948,3.017,3.131,3.336,3.631,3.71,3.866,3.931,4.098,4.148,4.268,4.352,4.372,
시가평가 4사평균 기업은행,IR,BONDAV402411,은행채AAA(중금-이표),20260316,2.779,2.822,2.841,2.925,3.155,3.337,3.379,3.537,3.59,3.777,3.787,4.044,4.209,4.332,
시가평가 4사평균 기아,IR,BONDAV400027,공모/무보증AAA,20260316,2.907,2.951,2.993,3.174,3.321,3.554,3.592,3.746,3.806,3.936,3.993,4.361,4.611,4.854,
시가평가 4사평균 금호타이어,IR,BONDAV407726,공모/무보증A0,20260316,3.118,3.175,3.306,3.549,3.774,4.084,4.09,4.269,4.563,5.004,5.203,5.945,6.274,6.628,
시가평가 4사평균 금호석유화학,IR,BONDAV401178,공모/무보증A+,20260316,2.976,3.013,3.113,3.345,3.548,3.853,3.897,4.099,4.279,4.52,4.706,5.44,5.849,6.201,
시가평가 4사평균 국민은행,IR,BONDAV402313,은행채AAA,20260316,2.802,2.849,2.871,2.972,3.216,3.384,3.444,3.625,3.683,3.858,3.876,4.112,4.282,4.409,
시가평가 4사평균 국도화학,IR,BONDAV400769,공모/무보증A+,20260316,3.141,3.182,3.29,3.522,3.738,4.061,4.144,4.403,4.653,5.013,5.203,5.932,6.344,6.694,
시가평가 4사평균 국가철도공단,IR,BONDAV408572,공사/공단채AAA,20260316,2.807,2.851,2.893,2.997,3.169,3.436,3.493,3.652,3.685,3.826,3.833,3.891,3.895,3.891,3.77
시가평가 4사평균 교보증권,IR,BONDAV403061,공모/무보증AA-,20260316,3.201,3.243,3.332,3.536,3.686,3.932,3.964,4.136,4.216,4.407,4.605,5.45,6.047,6.377,
시가평가 4사평균 광해광업공단,IR,BONDAV465214,공사/공단채AAA,20260316,2.841,2.885,2.928,3.036,3.207,3.471,3.524,3.679,3.722,3.868,3.905,3.986,4.007,4.02,3.907
시가평가 4사평균 광주은행,IR,BONDAV445406,은행채AA+,20260316,2.824,2.874,2.904,3.024,3.284,3.47,3.525,3.695,3.759,3.935,3.95,4.191,4.427,4.605,
시가평가 4사평균 광주신세계,IR,BONDAV412715,공모/무보증AA-,20260316,2.95,2.976,3.034,3.25,3.385,3.634,3.691,3.899,3.971,4.153,4.347,5.223,5.81,6.132,
시가평가 4사평균 광주광역시도시공사,IR,BONDAV404932,공사/공단채AA+,20260316,2.883,2.926,2.985,3.084,3.259,3.547,3.613,3.774,3.825,3.985,4.027,4.138,4.181,4.214,
시가평가 4사평균 과천도시공사,IR,BONDAV462757,공사/공단채AA0,20260316,2.946,2.99,3.055,3.175,3.386,3.677,3.765,3.923,4.013,4.177,4.235,4.357,4.415,4.451,
시가평가 4사평균 고양도시관리공사,IR,BONDAV464605,공사/공단채AA0,20260316,2.904,2.948,3.015,3.128,3.34,3.641,3.746,3.92,3.977,4.139,4.2,4.314,4.373,4.407,
시가평가 4사평균 고려아연,IR,BONDAV401013,공모/무보증AA0,20260316,3.136,3.178,3.234,3.431,3.585,3.835,3.864,4.04,4.108,4.25,4.358,5.025,5.507,5.789,
시가평가 4사평균 경상북도개발공사,IR,BONDAV412425,공사/공단채AA+,20260316,2.877,2.925,2.979,3.073,3.252,3.541,3.611,3.771,3.826,3.99,4.026,4.138,4.169,4.207,
시가평가 4사평균 경남은행,IR,BONDAV445405,은행채AA+,20260316,2.817,2.867,2.894,3.007,3.275,3.462,3.518,3.689,3.748,3.927,3.945,4.187,4.421,4.597,
시가평가 4사평균 경남개발공사,IR,BONDAV411686,공사/공단채AA+,20260316,2.873,2.914,2.968,3.066,3.24,3.53,3.596,3.755,3.812,3.967,4.007,4.119,4.149,4.191,
시가평가 4사평균 경기평택항만공사,IR,BONDAV459182,공사/공단채AA+,20260316,2.978,3.022,3.082,3.183,3.361,3.646,3.717,3.884,3.931,4.086,4.119,4.229,4.254,4.3,
시가평가 4사평균 경기주택도시공사,IR,BONDAV404130,공사/공단채AAA,20260316,2.845,2.89,2.936,3.042,3.217,3.488,3.541,3.698,3.746,3.893,3.924,3.995,4.013,4.026,3.917
시가평가 4사평균 가온전선,IR,BONDAV400050,공모/무보증A0,20260316,3.018,3.075,3.216,3.459,3.683,4.02,4.055,4.303,4.615,5.056,5.255,6.022,6.351,6.705,
시가평가 4사평균 iM금융지주,IR,BONDAV418796,공모/무보증AAA,20260316,2.932,2.977,3.021,3.203,3.346,3.569,3.596,3.741,3.825,3.977,4.025,4.281,4.478,4.719,
시가평가 4사평균 SPC삼립,IR,BONDAV400561,공모/무보증A+,20260316,2.908,2.94,3.069,3.297,3.411,3.726,3.777,4.039,4.247,4.592,4.803,5.498,5.899,6.207,
시가평가 4사평균 SK하이닉스,IR,BONDAV400066,공모/무보증AA+,20260316,2.898,2.94,2.988,3.175,3.309,3.532,3.553,3.708,3.762,3.866,3.893,4.33,4.609,4.867,
시가평가 4사평균 SK텔레콤,IR,BONDAV401767,공모/무보증AAA,20260316,2.885,2.929,2.969,3.156,3.298,3.516,3.537,3.677,3.728,3.846,3.847,3.944,4.124,4.366,
시가평가 4사평균 SK케미칼,IR,BONDAV454872,공모/무보증A+,20260316,2.979,3.019,3.117,3.336,3.529,3.838,3.897,4.127,4.337,4.68,4.865,5.594,6,6.349,
시가평가 4사평균 SK지오센트릭,IR,BONDAV418404,공모/무보증AA-,20260316,3.189,3.227,3.315,3.546,3.699,3.955,3.961,4.124,4.183,4.335,4.505,5.264,5.862,6.197,
시가평가 4사평균 SK인텔릭스,IR,BONDAV453966,공모/무보증A+,20260316,3.043,3.074,3.173,3.396,3.598,3.9,3.937,4.139,4.353,4.695,4.883,5.604,6.004,6.361,
시가평가 4사평균 SK이노베이션,IR,BONDAV412242,공모/무보증AA0,20260316,3.003,3.041,3.096,3.294,3.437,3.675,3.702,3.872,3.93,4.041,4.053,4.404,4.851,5.131,
시가평가 4사평균 SK에너지,IR,BONDAV418403,공모/무보증AA0,20260316,3.022,3.063,3.11,3.307,3.446,3.683,3.711,3.876,3.938,4.065,4.156,4.686,5.113,5.39,
시가평가 4사평균 SK아이이테크놀로지,IR,BONDAV472164,공모/무보증A0,20260316,3.302,3.369,3.507,3.763,4.08,4.506,4.589,4.91,5.214,5.636,5.835,6.567,6.812,7.168,
시가평가 4사평균 SK실트론,IR,BONDAV402927,공모/무보증A+,20260316,3.02,3.062,3.168,3.39,3.582,3.866,3.894,4.121,4.323,4.662,4.868,5.601,6,6.347,
시가평가 4사평균 SK쉴더스,IR,BONDAV464755,공모/무보증A-,20260316,3.331,3.408,3.571,3.807,4.081,4.407,4.506,4.826,5.163,5.573,5.704,6.415,6.726,7.107,
시가평가 4사평균 SK브로드밴드,IR,BONDAV403363,공모/무보증AA0,20260316,2.955,2.992,3.046,3.238,3.384,3.615,3.646,3.816,3.873,3.996,3.996,4.328,4.789,5.073,
시가평가 4사평균 SK리츠,IR,BONDAV466755,공모/무보증AA-,20260316,3.186,3.223,3.292,3.488,3.624,3.875,3.901,4.076,4.141,4.309,4.493,5.338,5.945,6.26,
시가평가 4사평균 SK렌터카,IR,BONDAV409915,공모/무보증A0,20260316,3.107,3.164,3.292,3.535,3.761,4.091,4.127,4.4,4.622,4.99,5.172,5.914,6.257,6.586,
시가평가 4사평균 SK디스커버리,IR,BONDAV400612,공모/무보증A+,20260316,3.07,3.113,3.225,3.449,3.662,3.981,4.047,4.279,4.497,4.832,5.015,5.744,6.159,6.502,
시가평가 4사평균 SK네트웍스,IR,BONDAV400174,공모/무보증AA-,20260316,3.092,3.128,3.183,3.387,3.526,3.767,3.79,3.973,4.04,4.193,4.346,5.198,5.791,6.114,
시가평가 4사평균 SK가스,IR,BONDAV401867,공모/무보증AA-,20260316,2.93,2.963,3.008,3.197,3.326,3.563,3.586,3.759,3.798,3.94,4.115,4.944,5.552,5.887,
시가평가 4사평균 SKC,IR,BONDAV401179,공모/무보증A0,20260316,3.374,3.439,3.579,3.83,4.065,4.436,4.521,4.826,5.134,5.545,5.742,6.472,6.816,7.16,
시가평가 4사평균 SK,IR,BONDAV403914,공모/무보증AA+,20260316,2.962,3.006,3.047,3.234,3.368,3.607,3.631,3.797,3.849,3.957,3.975,4.263,4.522,4.772,
시가평가 4사평균 SBS,IR,BONDAV403896,공모/무보증AA0,20260316,2.999,3.034,3.089,3.279,3.421,3.658,3.701,3.893,3.953,4.097,4.19,4.862,5.359,5.633,
시가평가 4사평균 S-Oil,IR,BONDAV401095,공모/무보증AA0,20260316,2.913,2.947,2.994,3.182,3.321,3.555,3.58,3.747,3.792,3.872,3.881,4.083,4.582,4.851,
시가평가 4사평균 OCI,IR,BONDAV470119,공모/무보증A+,20260316,3.05,3.098,3.215,3.445,3.652,3.961,3.982,4.174,4.374,4.715,4.897,5.626,6.034,6.382,
