종목명,3M,6M,9M,1Y,1.5Y,2Y,2.5Y,3Y
시가평가 4사평균 현대카드,,,,,3.9704999999999995,4.5329999999999995,4.402500000000001,4.477
시가평가 4사평균 하나카드,,,,,3.984,4.540999999999999,4.3660000000000005,4.551000000000002
시가평가 4사평균 케이비카드,,,,,3.9590000000000005,4.529999999999999,4.395999999999999,4.466000000000001
시가평가 4사평균 우리카드,,,,,3.984,4.540999999999999,4.3660000000000005,4.551000000000002
시가평가 4사평균 신한카드,,,,,3.9590000000000005,4.529999999999999,4.395999999999999,4.466000000000001
시가평가 4사평균 삼성카드,,,,,3.9590000000000005,4.529999999999999,4.395999999999999,4.466000000000001
시가평가 4사평균 비씨카드,,,,,3.9704999999999995,4.542,4.4235,4.5
